,SecId,LegalName,Name,IndustryName,SectorName,Ticker,ClosePrice,MarketCap,TenforeId,Universe,ExchangeId
0,0P00000003,1-800-Flowers.com Inc Class A,1-800-Flowers.com Inc Class A,Specialty Retail,Consumer Cyclical,FLWS,7.27,471106250,126.1.FLWS,E0EXG$XNAS,EX$$$$XNAS
1,0P0001NHF3,10X Capital Venture Acquisition Corp II Ordinary Shares - Class A,10X Capital Venture Acquisition Corp II Ordinary Shares - Class A,Shell Companies,Financial Services,VCXA,10.57,99793695,126.1.VCXA,E0EXG$XNAS,EX$$$$XNAS
2,0P0001N3HZ,10X Capital Venture Acquisition Corp II Units (1 Ord Share Class A & 1/3 War),10X Capital Venture Acquisition Corp II Units (1 Ord Share Class A & 1/3 War),Shell Companies,Financial Services,VCXAU,10.52,,126.1.VCXAU,E0EXG$XNAS,EX$$$$XNAS
3,0P0001ID93,10x Genomics Inc Ordinary Shares - Class A,10x Genomics Inc Ordinary Shares - Class A,Health Information Services,Healthcare,TXG,37.29,4378525236,126.1.TXG,E0EXG$XNAS,EX$$$$XNAS
4,0P0001EEY7,111集团 1 ADR represents 2 Class Common stocks,111 Inc 1 ADR represents 2 Class Common stocks,Pharmaceutical Retailers,Healthcare,YI,2.14,179745535,126.1.YI,E0EXG$XNAS,EX$$$$XNAS
5,0P0001L8JA,一起教育科技集团公司 ADR,17 Education & Technology Group Inc ADR,Education & Training Services,Consumer Defensive,YQ,0.7,34064766,126.1.YQ,E0EXG$XNAS,EX$$$$XNAS
6,0P0000RQ95,180 Degree Capital Corp,180 Degree Capital Corp,Asset Management,Financial Services,TURN,3.845,38450542,126.1.TURN,E0EXG$XNAS,EX$$$$XNAS
7,0P0001L35C,180 Life Sciences Corp Ordinary Shares,180 Life Sciences Corp Ordinary Shares,Biotechnology,Healthcare,ATNF,0.456,2728937,126.1.ATNF,E0EXG$XNAS,EX$$$$XNAS
8,0P0001FFH4,1895 Bancorp of Wisconsin Inc Ordinary Shares,1895 Bancorp of Wisconsin Inc Ordinary Shares,Banks - Regional,Financial Services,BCOW,6.25,38469231,126.1.BCOW,E0EXG$XNAS,EX$$$$XNAS
9,0P00000009,1st Source Corp,1st Source Corp,Banks - Regional,Financial Services,SRCE,44.89,1096621535,126.1.SRCE,E0EXG$XNAS,EX$$$$XNAS
10,0P0001MLW8,1stdibs.com Inc Ordinary Shares,1stdibs.com Inc Ordinary Shares,Internet Retail,Consumer Cyclical,DIBS,3.97,155122976,126.1.DIBS,E0EXG$XNAS,EX$$$$XNAS
11,0P0000KXTO,22nd Century Group Inc,22nd Century Group Inc,Tobacco,Consumer Defensive,XXII,0.496,14224613,126.1.XXII,E0EXG$XNAS,EX$$$$XNAS
12,0P0001MQ0N,23andMe Holding Co Class A,23andMe Holding Co Class A,Diagnostics & Research,Healthcare,ME,0.7422,350918791,126.1.ME,E0EXG$XNAS,EX$$$$XNAS
13,0P0001NKNL,2seventy bio Inc Ordinary Shares,2seventy bio Inc Ordinary Shares,Biotechnology,Healthcare,TSVT,2.55,128180028,126.1.TSVT,E0EXG$XNAS,EX$$$$XNAS
14,0P00012FOS,2U Inc,2U Inc,Education & Training Services,Consumer Defensive,TWOU,1.94,157954737,126.1.TWOU,E0EXG$XNAS,EX$$$$XNAS
15,0P0001IO0D,36氪控股公司 ADR,36KR Holdings Inc ADR,Internet Content & Information,Communication Services,KRKR,0.7401,28848164,126.1.KRKR,E0EXG$XNAS,EX$$$$XNAS
16,0P000007LY,374Water Inc,374Water Inc,Pollution & Treatment Controls,Industrials,SCWO,1.56,206960686,126.1.SCWO,E0EXG$XNAS,EX$$$$XNAS
17,0P0001LAN6,4D Molecular Therapeutics Inc Ordinary Shares,4D Molecular Therapeutics Inc Ordinary Shares,Biotechnology,Healthcare,FDMT,10.6,445761588,126.1.FDMT,E0EXG$XNAS,EX$$$$XNAS
18,0P0001ONRU,5E Advanced Materials Inc,5E Advanced Materials Inc,Specialty Chemicals,Basic Materials,FEAM,2.44,107892910,126.1.FEAM,E0EXG$XNAS,EX$$$$XNAS
19,0P0001R24N,60 Degrees Pharmaceuticals Inc,60 Degrees Pharmaceuticals Inc,Biotechnology,Healthcare,SXTP,0.661,3828273,126.1.SXTP,E0EXG$XNAS,EX$$$$XNAS
20,0P0001LPUN,7GC & Co Holdings Inc Class A,7GC & Co Holdings Inc Class A,Shell Companies,Financial Services,VII,10.6,96244162,126.1.VII,E0EXG$XNAS,EX$$$$XNAS
21,0P0001LEHP,7GC & Co Holdings Inc Units (1 Ord Share Class A & 1/2 War),7GC & Co Holdings Inc Units (1 Ord Share Class A & 1/2 War),Shell Companies,Financial Services,VIIAU,10.67,,126.1.VIIAU,E0EXG$XNAS,EX$$$$XNAS
22,0P0001IO0C,89bio Inc Ordinary Shares,89bio Inc Ordinary Shares,Biotechnology,Healthcare,ETNB,6.87,519308481,126.1.ETNB,E0EXG$XNAS,EX$$$$XNAS
23,0P0000000N,8x8 Inc,8x8 Inc,Software - Application,Technology,EGHT,2.28,274675682,126.1.EGHT,E0EXG$XNAS,EX$$$$XNAS
24,0P0001LCH5,908 Devices Inc Ordinary Shares,908 Devices Inc Ordinary Shares,Medical Devices,Healthcare,MASS,5.24,169431124,126.1.MASS,E0EXG$XNAS,EX$$$$XNAS
25,0P0001RCZT,99 Acquisition Group Inc Ordinary Shares - Class A,99 Acquisition Group Inc Ordinary Shares - Class A,Shell Companies,Financial Services,NNAG,10.13,105858500,126.1.NNAG,E0EXG$XNAS,EX$$$$XNAS
26,0P0001RCRP,"99 Acquisition Group Inc Units (1 Ord Class A, 1 War & 1 Rts)","99 Acquisition Group Inc Units (1 Ord Class A, 1 War & 1 Rts)",Shell Companies,Financial Services,NNAGU,10.3,,126.1.NNAGU,E0EXG$XNAS,EX$$$$XNAS
27,0P0001I7V9,玖富有限公司 ADR,9F Inc ADR,Information Technology Services,Technology,JFU,3,35319999,126.1.JFU,E0EXG$XNAS,EX$$$$XNAS
28,0P00012F44,A-Mark Precious Metals Inc,A-Mark Precious Metals Inc,Capital Markets,Financial Services,AMRK,28.13,660545070,126.1.AMRK,E0EXG$XNAS,EX$$$$XNAS
29,0P0001P6O8,A SPAC II Acquisition Corp Ordinary Shares - Class A,A SPAC II Acquisition Corp Ordinary Shares - Class A,Shell Companies,Financial Services,ASCB,11.1085,81052003,126.1.ASCB,E0EXG$XNAS,EX$$$$XNAS
30,0P0001P040,"A SPAC II Acquisition Corp Units (1 Ord Class A, 1/2 War & 1 Right)","A SPAC II Acquisition Corp Units (1 Ord Class A, 1/2 War & 1 Right)",Shell Companies,Financial Services,ASCBU,10.84,,126.1.ASCBU,E0EXG$XNAS,EX$$$$XNAS
31,0P0001JU1A,A2Z Smart Technologies Corp Ordinary Shares,A2Z Smart Technologies Corp Ordinary Shares,Aerospace & Defense,Industrials,AZ,1.31,48576079,126.1.AZ,E0EXG$XNAS,EX$$$$XNAS
32,0P0001N781,Aadi Bioscience Inc,Aadi Bioscience Inc,Biotechnology,Healthcare,AADI,4.28,104209405,126.1.AADI,E0EXG$XNAS,EX$$$$XNAS
33,0P00000012,AAON Inc,AAON Inc,Building Products & Equipment,Industrials,AAON,53.82,4392222375,126.1.AAON,E0EXG$XNAS,EX$$$$XNAS
34,0P0001R9WW,Abacus Life Inc Ordinary Shares - Class A,Abacus Life Inc Ordinary Shares - Class A,Insurance - Life,Financial Services,ABL,6.07,401065952,126.1.ABL,E0EXG$XNAS,EX$$$$XNAS
35,0P0000TO60,Abcam PLC ADR,Abcam PLC ADR,Biotechnology,Healthcare,ABCM,22.87,5074832151,126.1.ABCM,E0EXG$XNAS,EX$$$$XNAS
36,0P0001LAN7,AbCellera Biologics Inc Ordinary Shares,AbCellera Biologics Inc Ordinary Shares,Biotechnology,Healthcare,ABCL,4.14,1197933289,126.1.ABCL,E0EXG$XNAS,EX$$$$XNAS
37,0P0000004H,Abeona Therapeutics Inc,Abeona Therapeutics Inc,Biotechnology,Healthcare,ABEO,3.84,95062552,126.1.ABEO,E0EXG$XNAS,EX$$$$XNAS
38,0P0001ROJW,Abivax SA ADR,Abivax SA ADR,Biotechnology,Healthcare,ABVX,9.05,584834693,126.1.ABVX,E0EXG$XNAS,EX$$$$XNAS
39,0P0001RIA2,Able View Global Inc Ordinary Shares - Class B,Able View Global Inc Ordinary Shares - Class B,Advertising Agencies,Communication Services,ABLV,2.45,106745267,126.1.ABLV,E0EXG$XNAS,EX$$$$XNAS
40,0P0001N97Z,Abri SPAC I Inc Ordinary Shares,Abri SPAC I Inc Ordinary Shares,Shell Companies,Financial Services,ASPA,27.05,65196613,126.1.ASPA,E0EXG$XNAS,EX$$$$XNAS
41,0P0001N2QB,Abri SPAC I Inc Units (1 Ord & 1 War),Abri SPAC I Inc Units (1 Ord & 1 War),Shell Companies,Financial Services,ASPAU,28.99,,126.1.ASPAU,E0EXG$XNAS,EX$$$$XNAS
42,0P0001MYGZ,Absci Corp,Absci Corp,Biotechnology,Healthcare,ABSI,1.15,106617597,126.1.ABSI,E0EXG$XNAS,EX$$$$XNAS
43,0P0000CP4T,ABVC BioPharma Inc,ABVC BioPharma Inc,Biotechnology,Healthcare,ABVC,1.28,5057776,126.1.ABVC,E0EXG$XNAS,EX$$$$XNAS
44,0P00018OKR,AC Immune SA,AC Immune SA,Biotechnology,Healthcare,ACIU,2.9,244746837,126.1.ACIU,E0EXG$XNAS,EX$$$$XNAS
45,0P00000045,Acacia Research Corp,Acacia Research Corp,Business Equipment & Supplies,Industrials,ACTG,3.54,353597579,126.1.ACTG,E0EXG$XNAS,EX$$$$XNAS
46,0P0001KSLA,Academy Sports and Outdoors Inc Ordinary Shares,Academy Sports and Outdoors Inc Ordinary Shares,Specialty Retail,Consumer Cyclical,ASO,44.41,3310835549,126.1.ASO,E0EXG$XNAS,EX$$$$XNAS
47,0P0000UI35,Acadia Healthcare Co Inc,Acadia Healthcare Co Inc,Medical Care Facilities,Healthcare,ACHC,71.66,6605028178,126.1.ACHC,E0EXG$XNAS,EX$$$$XNAS
48,0P0000001A,ACADIA Pharmaceuticals Inc,ACADIA Pharmaceuticals Inc,Biotechnology,Healthcare,ACAD,22.5,3683899327,126.1.ACAD,E0EXG$XNAS,EX$$$$XNAS
49,0P0000SY9M,Acasti Pharma Inc Class A,Acasti Pharma Inc Class A,Biotechnology,Healthcare,ACST,2.43,22840551,126.1.ACST,E0EXG$XNAS,EX$$$$XNAS
50,0P00000049,Accelerate Diagnostics Inc,Accelerate Diagnostics Inc,Medical Devices,Healthcare,AXDX,6.08,87357263,126.1.AXDX,E0EXG$XNAS,EX$$$$XNAS
51,0P0001K7GX,Accolade Inc Ordinary Shares,Accolade Inc Ordinary Shares,Health Information Services,Healthcare,ACCD,6.59,502370145,126.1.ACCD,E0EXG$XNAS,EX$$$$XNAS
52,0P0001NZKO,Accretion Acquisition Corp,Accretion Acquisition Corp,Shell Companies,Financial Services,ENER,10.515,111451597,126.1.ENER,E0EXG$XNAS,EX$$$$XNAS
53,0P0001NLBA,"Accretion Acquisition Corp Units (1 Ordinary Shares, 1 Rights & 1/2 War)","Accretion Acquisition Corp Units (1 Ordinary Shares, 1 Rights & 1/2 War)",Shell Companies,Financial Services,ENERU,10.5501,,126.1.ENERU,E0EXG$XNAS,EX$$$$XNAS
54,0P000080YG,Accuray Inc,Accuray Inc,Medical Devices,Healthcare,ARAY,2.62,253065886,126.1.ARAY,E0EXG$XNAS,EX$$$$XNAS
55,0P0001MJ6A,Ace Global Business Acquisition Ltd,Ace Global Business Acquisition Ltd,Shell Companies,Financial Services,ACBA,11.6,40290535,126.1.ACBA,E0EXG$XNAS,EX$$$$XNAS
56,0P0001M231,Ace Global Business Acquisition Ltd Units (1 Ord & 1 War),Ace Global Business Acquisition Ltd Units (1 Ord & 1 War),Shell Companies,Financial Services,ACBAU,12.035,,126.1.ACBAU,E0EXG$XNAS,EX$$$$XNAS
57,0P0000SCP3,AcelRx Pharmaceuticals Inc,AcelRx Pharmaceuticals Inc,Drug Manufacturers - Specialty & Generic,Healthcare,ACRX,0.5163,8436402,126.1.ACRX,E0EXG$XNAS,EX$$$$XNAS
58,0P0001QU5D,Acelyrin Inc,Acelyrin Inc,Biotechnology,Healthcare,SLRN,9.54,926701193,126.1.SLRN,E0EXG$XNAS,EX$$$$XNAS
59,0P000009MM,Acer Therapeutics Inc,Acer Therapeutics Inc,Biotechnology,Healthcare,ACER,0.8265,20219269,126.1.ACER,E0EXG$XNAS,EX$$$$XNAS
60,0P0001NT9R,Achari Ventures Holdings Corp I Ordinary Shares,Achari Ventures Holdings Corp I Ordinary Shares,Shell Companies,Financial Services,AVHI,10.68,33517268,126.1.AVHI,E0EXG$XNAS,EX$$$$XNAS
61,0P0001NKEF,Achari Ventures Holdings Corp I Units (1 Ord Share & 1 War),Achari Ventures Holdings Corp I Units (1 Ord Share & 1 War),Shell Companies,Financial Services,AVHIU,10.7,,126.1.AVHIU,E0EXG$XNAS,EX$$$$XNAS
62,0P0000050Y,Achieve Life Sciences Inc,Achieve Life Sciences Inc,Biotechnology,Healthcare,ACHV,4.02,84845155,126.1.ACHV,E0EXG$XNAS,EX$$$$XNAS
63,0P0001M0NT,Achilles Therapeutics PLC ADR,Achilles Therapeutics PLC ADR,Biotechnology,Healthcare,ACHL,0.865,35418496,126.1.ACHL,E0EXG$XNAS,EX$$$$XNAS
64,0P000005HQ,ACI Worldwide Inc,ACI Worldwide Inc,Software - Infrastructure,Technology,ACIW,20.32,2206659361,126.1.ACIW,E0EXG$XNAS,EX$$$$XNAS
65,0P0001OVBT,Aclarion Inc Ordinary Shares,Aclarion Inc Ordinary Shares,Health Information Services,Healthcare,ACON,0.369,3037058,126.1.ACON,E0EXG$XNAS,EX$$$$XNAS
66,0P00016QJ5,Aclaris Therapeutics Inc,Aclaris Therapeutics Inc,Diagnostics & Research,Healthcare,ACRS,4.58,324239460,126.1.ACRS,E0EXG$XNAS,EX$$$$XNAS
67,0P0001BVFE,ACM Research Inc Class A,ACM Research Inc Class A,Semiconductor Equipment & Materials,Technology,ACMR,17.56,1053995380,126.1.ACMR,E0EXG$XNAS,EX$$$$XNAS
68,0P0000001G,ACNB Corp,ACNB Corp,Banks - Regional,Financial Services,ACNB,33.13,281764877,126.1.ACNB,E0EXG$XNAS,EX$$$$XNAS
69,0P00000AKV,Acorda Therapeutics Inc,Acorda Therapeutics Inc,Drug Manufacturers - Specialty & Generic,Healthcare,ACOR,9.9374,12343224,126.1.ACOR,E0EXG$XNAS,EX$$$$XNAS
70,0P0001PI47,Acri Capital Acquisition Corp Ordinary Shares - Class A,Acri Capital Acquisition Corp Ordinary Shares - Class A,Shell Companies,Financial Services,ACAC,10.95,63509386,126.1.ACAC,E0EXG$XNAS,EX$$$$XNAS
71,0P0001P8HF,Acri Capital Acquisition Corp Units (1 Ord Class A & 1/2 War),Acri Capital Acquisition Corp Units (1 Ord Class A & 1/2 War),Shell Companies,Financial Services,ACACU,10.98,,126.1.ACACU,E0EXG$XNAS,EX$$$$XNAS
72,0P0001PZPB,Acrivon Therapeutics Inc,Acrivon Therapeutics Inc,Biotechnology,Healthcare,ACRV,5.07,113013329,126.1.ACRV,E0EXG$XNAS,EX$$$$XNAS
73,0P0001P0AK,Actelis Networks Inc,Actelis Networks Inc,Communication Equipment,Technology,ASNS,1.16,3141070,126.1.ASNS,E0EXG$XNAS,EX$$$$XNAS
74,0P0001MSRT,Acumen Pharmaceuticals Inc,Acumen Pharmaceuticals Inc,Biotechnology,Healthcare,ABOS,3.22,186336608,126.1.ABOS,E0EXG$XNAS,EX$$$$XNAS
75,0P0001MOSA,Acurx Pharmaceuticals Inc Ordinary Shares,Acurx Pharmaceuticals Inc Ordinary Shares,Biotechnology,Healthcare,ACXP,4.72,61059075,126.1.ACXP,E0EXG$XNAS,EX$$$$XNAS
76,0P0001KGGM,Acutus Medical Inc Ordinary Shares,Acutus Medical Inc Ordinary Shares,Medical Devices,Healthcare,AFIB,0.54,15799906,126.1.AFIB,E0EXG$XNAS,EX$$$$XNAS
77,0P0001LXPC,ACV Auctions Inc Ordinary Shares - Class A,ACV Auctions Inc Ordinary Shares - Class A,Auto & Truck Dealerships,Consumer Cyclical,ACVA,13.35,2144508491,126.1.ACVA,E0EXG$XNAS,EX$$$$XNAS
78,0P0001LN2U,Adagene Inc ADR,Adagene Inc ADR,Biotechnology,Healthcare,ADAG,1.34,58738459,126.1.ADAG,E0EXG$XNAS,EX$$$$XNAS
79,0P0001Q1U7,Adamas One Corp,Adamas One Corp,Luxury Goods,Consumer Cyclical,JEWL,0.6,13866915,126.1.JEWL,E0EXG$XNAS,EX$$$$XNAS
80,0P0001D4SY,AdaptHealth Corp Ordinary Shares,AdaptHealth Corp Ordinary Shares,Medical Devices,Healthcare,AHCO,7.33,997657053,126.1.AHCO,E0EXG$XNAS,EX$$$$XNAS
81,0P00015WTR,Adaptimmune Therapeutics PLC ADR,Adaptimmune Therapeutics PLC ADR,Biotechnology,Healthcare,ADAP,0.56,126656314,126.1.ADAP,E0EXG$XNAS,EX$$$$XNAS
82,0P0001HT9I,Adaptive Biotechnologies Corp,Adaptive Biotechnologies Corp,Biotechnology,Healthcare,ADPT,4.445,642947549,126.1.ADPT,E0EXG$XNAS,EX$$$$XNAS
83,0P00018NNY,Addentax Group Corp,Addentax Group Corp,Integrated Freight & Logistics,Industrials,ATXG,1.36,5841171,126.1.ATXG,E0EXG$XNAS,EX$$$$XNAS
84,0P0001J674,Addex Therapeutics Ltd ADR,Addex Therapeutics Ltd ADR,Biotechnology,Healthcare,ADXN,6.55,5785415,126.1.ADXN,E0EXG$XNAS,EX$$$$XNAS
85,0P0000KSO8,Addus HomeCare Corp,Addus HomeCare Corp,Medical Care Facilities,Healthcare,ADUS,81.31,1316954116,126.1.ADUS,E0EXG$XNAS,EX$$$$XNAS
86,0P0000005E,Addvantage Technologies Group Inc,Addvantage Technologies Group Inc,Electronics & Computer Distribution,Technology,AEY,0.3165,4741968,126.1.AEY,E0EXG$XNAS,EX$$$$XNAS
87,0P000005EA,Adeia Inc,Adeia Inc,Software - Application,Technology,ADEA,8.36,892458315,126.1.ADEA,E0EXG$XNAS,EX$$$$XNAS
88,0P0001CBFW,Adial Pharmaceuticals Inc,Adial Pharmaceuticals Inc,Biotechnology,Healthcare,ADIL,2.04,2484681,126.1.ADIL,E0EXG$XNAS,EX$$$$XNAS
89,0P0001KQGA,Adicet Bio Inc Ordinary Shares,Adicet Bio Inc Ordinary Shares,Biotechnology,Healthcare,ACET,1.28,55124682,126.1.ACET,E0EXG$XNAS,EX$$$$XNAS
90,0P0001K5VP,Aditxt Inc Ordinary Shares,Aditxt Inc Ordinary Shares,Biotechnology,Healthcare,ADTX,7.2,1719741,126.1.ADTX,E0EXG$XNAS,EX$$$$XNAS
91,0P0001RH5A,Adlai Nortye Ltd ADR,Adlai Nortye Ltd ADR,Biotechnology,Healthcare,ANL,8.6949,320844143,126.1.ANL,E0EXG$XNAS,EX$$$$XNAS
92,0P0000ZRCH,ADMA Biologics Inc,ADMA Biologics Inc,Biotechnology,Healthcare,ADMA,3.28,737693077,126.1.ADMA,E0EXG$XNAS,EX$$$$XNAS
93,0P0000005M,Adobe Inc,Adobe Inc,Software - Infrastructure,Technology,ADBE,514.28,2.34E+11,126.1.ADBE,E0EXG$XNAS,EX$$$$XNAS
94,0P0001O6Q0,ADS-TEC Energy PLC Ordinary Shares - Class A,ADS-TEC Energy PLC Ordinary Shares - Class A,Electrical Equipment & Parts,Industrials,ADSE,6.51,317251337,126.1.ADSE,E0EXG$XNAS,EX$$$$XNAS
95,0P0001O6Q3,AdTheorent Holding Co Inc,AdTheorent Holding Co Inc,Advertising Agencies,Communication Services,ADTH,1.13,99671575,126.1.ADTH,E0EXG$XNAS,EX$$$$XNAS
96,0P0000005Q,Adtran Inc,Adtran Inc,Communication Equipment,Technology,ADTN,6.63,521660526,126.1.ADTN,E0EXG$XNAS,EX$$$$XNAS
97,0P0000001K,Advanced Emissions Solutions Inc,Advanced Emissions Solutions Inc,Pollution & Treatment Controls,Industrials,ADES,1.7,55672461,126.1.ADES,E0EXG$XNAS,EX$$$$XNAS
98,0P00000060,Advanced Energy Industries Inc,Advanced Energy Industries Inc,Electrical Equipment & Parts,Industrials,AEIS,88.4,3328352289,126.1.AEIS,E0EXG$XNAS,EX$$$$XNAS
99,0P0001NS6H,Advanced Health Intelligence Ltd ADR,Advanced Health Intelligence Ltd ADR,Software - Application,Technology,AHI,1.98,16202096,126.1.AHI,E0EXG$XNAS,EX$$$$XNAS
100,0P0000006A,Advanced Micro Devices Inc,Advanced Micro Devices Inc,Semiconductors,Technology,AMD,93.67,1.51E+11,126.1.AMD,E0EXG$XNAS,EX$$$$XNAS
101,0P0001L10S,Advantage Solutions Inc Ordinary Shares - Class A,Advantage Solutions Inc Ordinary Shares - Class A,Advertising Agencies,Communication Services,ADV,2.3,746463730,126.1.ADV,E0EXG$XNAS,EX$$$$XNAS
102,0P0001LNTL,Advent Technologies Holdings Inc Ordinary Shares - Class A,Advent Technologies Holdings Inc Ordinary Shares - Class A,Utilities - Renewable,Utilities,ADN,0.369,22133852,126.1.ADN,E0EXG$XNAS,EX$$$$XNAS
103,0P00013ODS,Adverum Biotechnologies Inc,Adverum Biotechnologies Inc,Biotechnology,Healthcare,ADVM,1.01,102002940,126.1.ADVM,E0EXG$XNAS,EX$$$$XNAS
104,0P00017P7N,Aeglea BioTherapeutics Inc,Aeglea BioTherapeutics Inc,Biotechnology,Healthcare,AGLE,11.3001,45750567,126.1.AGLE,E0EXG$XNAS,EX$$$$XNAS
105,0P0000006T,Aehr Test Systems,Aehr Test Systems,Semiconductor Equipment & Materials,Technology,AEHR,31.68,912362235,126.1.AEHR,E0EXG$XNAS,EX$$$$XNAS
106,0P0000COCZ,Aemetis Inc,Aemetis Inc,Oil & Gas Refining & Marketing,Energy,AMTX,4.37,169764619,126.1.AMTX,E0EXG$XNAS,EX$$$$XNAS
107,0P0001MSEN,Aerovate Therapeutics Inc,Aerovate Therapeutics Inc,Biotechnology,Healthcare,AVTE,10.05,277874721,126.1.AVTE,E0EXG$XNAS,EX$$$$XNAS
108,0P00007ZFP,AeroVironment Inc,AeroVironment Inc,Aerospace & Defense,Industrials,AVAV,114.64,3013936041,126.1.AVAV,E0EXG$XNAS,EX$$$$XNAS
109,0P0001LEPP,AerSale Corp Ordinary Shares,AerSale Corp Ordinary Shares,Airports & Air Services,Industrials,ASLE,15.63,802269144,126.1.ASLE,E0EXG$XNAS,EX$$$$XNAS
110,0P0001QG5N,AERWINS Technologies Inc Ordinary Shares - Class A,AERWINS Technologies Inc Ordinary Shares - Class A,Scientific & Technical Instruments,Technology,AWIN,0.125,7836026,126.1.AWIN,E0EXG$XNAS,EX$$$$XNAS
111,0P0001ILCZ,医美国际控股集团有限公司 ADR,Aesthetic Medical International Holdings Group Ltd ADR,Medical Care Facilities,Healthcare,AIH,0.4823,22936760,126.1.AIH,E0EXG$XNAS,EX$$$$XNAS
112,0P0000001R,AEterna Zentaris Inc,AEterna Zentaris Inc,Biotechnology,Healthcare,AEZS,1.47,7387154,126.1.AEZS,E0EXG$XNAS,EX$$$$XNAS
113,0P0001OJL1,Aetherium Acquisition Corp Class A,Aetherium Acquisition Corp Class A,Shell Companies,Financial Services,GMFI,10.87,69508247,126.1.GMFI,E0EXG$XNAS,EX$$$$XNAS
114,0P0001O6I3,Aetherium Acquisition Corp Units (1 Ord Share Class A & 1 War),Aetherium Acquisition Corp Units (1 Ord Share Class A & 1 War),Shell Companies,Financial Services,GMFIU,10.86,,126.1.GMFIU,E0EXG$XNAS,EX$$$$XNAS
115,0P000006O2,Aethlon Medical Inc,Aethlon Medical Inc,Medical Devices,Healthcare,AEMD,1.51,3750133,126.1.AEMD,E0EXG$XNAS,EX$$$$XNAS
116,0P0001N538,AEye Inc Ordinary Shares - Class A,AEye Inc Ordinary Shares - Class A,Software - Infrastructure,Technology,LIDR,0.2209,40824258,126.1.LIDR,E0EXG$XNAS,EX$$$$XNAS
117,0P0001LNYD,AFC Gamma Inc Ordinary Shares,AFC Gamma Inc Ordinary Shares,REIT - Specialty,Real Estate,AFCG,10.66,217465319,126.1.AFCG,E0EXG$XNAS,EX$$$$XNAS
118,0P000146BQ,Affimed NV,Affimed NV,Biotechnology,Healthcare,AFMD,0.34,50775373,126.1.AFMD,E0EXG$XNAS,EX$$$$XNAS
119,0P0001LKG1,Affinity Bancshares Inc Ordinary Shares,Affinity Bancshares Inc Ordinary Shares,Banks - Regional,Financial Services,AFBI,14.05,90224885,126.1.AFBI,E0EXG$XNAS,EX$$$$XNAS
120,0P0001LGJK,Affirm Holdings Inc Ordinary Shares - Class A,Affirm Holdings Inc Ordinary Shares - Class A,Software - Infrastructure,Technology,AFRM,17.42,5255675666,126.1.AFRM,E0EXG$XNAS,EX$$$$XNAS
121,0P0001I1ET,Afya Ltd Class A,Afya Ltd Class A,Education & Training Services,Consumer Defensive,AFYA,16.24,1525807688,126.1.AFYA,E0EXG$XNAS,EX$$$$XNAS
122,0P0001EN7G,Agape ATP Corp,Agape ATP Corp,Packaged Foods,Consumer Defensive,ATPC,0.78,60139569,126.1.ATPC,E0EXG$XNAS,EX$$$$XNAS
123,0P0001Q1X0,匯邦集團控股有限公司,AGBA Group Holding Ltd,Capital Markets,Financial Services,AGBA,0.4389,29652960,126.1.AGBA,E0EXG$XNAS,EX$$$$XNAS
124,0P000000GH,Agenus Inc,Agenus Inc,Biotechnology,Healthcare,AGEN,0.81,307453471,126.1.AGEN,E0EXG$XNAS,EX$$$$XNAS
125,0P000132LL,Agile Therapeutics Inc,Agile Therapeutics Inc,Drug Manufacturers - Specialty & Generic,Healthcare,AGRX,1.81,3486983,126.1.AGRX,E0EXG$XNAS,EX$$$$XNAS
126,0P0001N6E8,AgileThought Inc Ordinary Shares - Class A,AgileThought Inc Ordinary Shares - Class A,Information Technology Services,Technology,AGIL,0.1362,7032666,126.1.AGIL,E0EXG$XNAS,EX$$$$XNAS
127,0P0000007F,Agilysys Inc,Agilysys Inc,Software - Application,Technology,AGYS,80.17,2033951541,126.1.AGYS,E0EXG$XNAS,EX$$$$XNAS
128,0P0000Z584,Agios Pharmaceuticals Inc,Agios Pharmaceuticals Inc,Biotechnology,Healthcare,AGIO,20.77,1157705385,126.1.AGIO,E0EXG$XNAS,EX$$$$XNAS
129,0P0001D5B3,AGM Group Holdings Inc Class A,AGM Group Holdings Inc Class A,Computer Hardware,Technology,AGMH,1.5812,38351756,126.1.AGMH,E0EXG$XNAS,EX$$$$XNAS
130,0P0000FVN4,AGNC Investment Corp,AGNC Investment Corp,REIT - Mortgage,Real Estate,AGNC,7.13,4620240000,126.1.AGNC,E0EXG$XNAS,EX$$$$XNAS
131,0P0001BI6B,AGNC Investment Corp Deposit Shs Repr 1/1000th Cum Conv Red Pfd Shs Series -C-,AGNC Investment Corp Deposit Shs Repr 1/1000th Cum Conv Red Pfd Shs Series -C-,REIT - Mortgage,Real Estate,AGNCN,24.41,,126.1.AGNCN,E0EXG$XNAS,EX$$$$XNAS
132,0P0001GZR8,AGNC Investment Corp FXDFR PRF PERPETUAL USD 25 - Ser D 1/1000th Int,AGNC Investment Corp FXDFR PRF PERPETUAL USD 25 - Ser D 1/1000th Int,REIT - Mortgage,Real Estate,AGNCM,21.55,,126.1.AGNCM,E0EXG$XNAS,EX$$$$XNAS
133,0P0001IIH7,AGNC Investment Corp FXDFR PRF PERPETUAL USD 25 Ser E 1/1000,AGNC Investment Corp FXDFR PRF PERPETUAL USD 25 Ser E 1/1000,REIT - Mortgage,Real Estate,AGNCO,21.72,,126.1.AGNCO,E0EXG$XNAS,EX$$$$XNAS
